path,isim_ae,iou_ae,isim_pose,iou_pose,isim_car_and_pose,iou_car_and_pose,isim_car_and_pose_and_background,iou_car_and_pose_and_background
avana-sunnyvale/IMG_1128.JPEG,0.65189964,0.29180480428081196,0.59762263,0.0,0.5225643,0.022201991130950633,0.5749867,0.0
avana-sunnyvale/IMG_0877.JPEG,0.6773419,0.3081348809285571,0.7134249,0.0,0.5349258,0.0,0.5696898,0.0
avana-sunnyvale/IMG_1036.JPEG,0.72775966,0.36846860412588467,0.772565,0.824847250509165,0.5168124,0.0,0.6545694,0.0
avana-sunnyvale/IMG_1307.JPEG,0.71413994,0.3802284598072105,0.7445926,0.0,0.58272636,0.0,0.63954014,0.0
avana-sunnyvale/IMG_1002.JPEG,0.7114491,0.49140139041346503,0.7668599,0.7937653684461013,0.51944584,0.0,0.64883554,0.0
avana-sunnyvale/IMG_1191.JPEG,0.6739296,0.3802521823472357,0.6068209,0.0,0.57006454,0.0,0.5781884,0.0
avana-sunnyvale/IMG_0917.JPEG,0.6911331,0.2129679246727398,0.60554546,0.41760341726618705,0.5483002,0.0,0.6062471,0.0
avana-sunnyvale/IMG_0703.JPEG,0.6876748,0.505618979664645,0.58785,0.8864661654135338,0.5542895,0.0,0.6768913,0.0
avana-sunnyvale/IMG_0798.JPEG,0.6690934,0.27885372382302,0.5708393,0.0,0.53915125,0.0,0.57844,0.0
santa-clara-square-rooftop/IMG_2612.JPEG,0.7016129,0.39898768980816096,0.6785814,0.0,0.5598499,0.0,0.56972855,0.0
avana-sunnyvale/IMG_0709.JPEG,0.69485754,0.41218120078029047,0.6394802,0.8535186625194401,0.5083958,0.0,0.697637,0.0
santa-clara-square-rooftop/IMG_2628.JPEG,0.7413524,0.48338545738858485,0.73481584,0.0,0.5740492,0.0,0.63876057,0.0
santa-clara-square-rooftop/IMG_2501.JPEG,0.63897276,0.45137145293476716,0.75278383,0.8363888093192018,0.53218627,0.0,0.5592444,0.0
avana-sunnyvale/IMG_1480.JPEG,0.6150162,0.5336626838235294,0.67881083,0.8206146769809742,0.54276305,0.0005537098560354374,0.54275525,0.0
avana-sunnyvale/IMG_0586.JPEG,0.7027754,0.31185297749073987,0.8242546,0.9117245894484151,0.55190116,0.0,0.5873627,0.0
avana-sunnyvale/IMG_1120.JPEG,0.6462863,0.31838844816828593,0.61134535,0.0,0.5531673,0.0,0.55171096,0.0
avana-sunnyvale/IMG_0636.JPEG,0.7018526,0.4492321796928719,0.58289814,0.0,0.53707594,0.0,0.5886078,0.0
santa-clara-square-rooftop/IMG_2827.JPEG,0.66897756,0.5241742180648933,0.7057756,0.0,0.5805886,0.0,0.5566945,0.0
avana-sunnyvale/IMG_1165.JPEG,0.73720783,0.418449766189599,0.6498094,0.0,0.5628806,0.031577820595161635,0.718755,0.0
avana-sunnyvale/IMG_0522.JPEG,0.73115647,0.40709610747502584,0.79958326,0.8690830680768046,0.520248,0.0,0.6516,0.45317290006131206
avana-sunnyvale/IMG_1055.JPEG,0.60660887,0.2739975950574284,0.58901125,0.0,0.50781435,0.00400037212763978,0.5062512,0.0
santa-clara-square-rooftop/IMG_2584.JPEG,0.67043555,0.5114335278347264,0.6531168,0.0,0.58951664,0.0,0.5571269,0.0
avana-sunnyvale/IMG_0730.JPEG,0.7162998,0.396299431612045,0.8014674,0.8580798103516397,0.49988547,0.0,0.61556864,0.0
avana-sunnyvale/IMG_0467.JPEG,0.6631352,0.3858168412883198,0.7817752,0.924710533747529,0.52444136,0.0,0.5667808,0.45572402908516996
santa-clara-square-rooftop/IMG_2482.JPEG,0.704664,0.4264653217142175,0.5991374,0.0,0.633174,0.0,0.6001765,0.0
avana-sunnyvale/IMG_1211.JPEG,0.69956344,0.31816103632207265,0.75657433,0.0,0.57302016,0.0,0.60890627,0.0
avana-sunnyvale/IMG_1318.JPEG,0.7319384,0.4657768801861527,0.66425025,0.0,0.5129478,0.0,0.6798132,0.0
santa-clara-square-rooftop/IMG_2490.JPEG,0.6637881,0.5168658202638785,0.6193154,0.0,0.5905702,0.0,0.5587441,0.0
avana-sunnyvale/IMG_1175.JPEG,0.75013214,0.5080081888246628,0.8258254,0.8818950029942112,0.52574855,0.0,0.7020193,0.0
santa-clara-square-rooftop/IMG_2533.JPEG,0.7110117,0.0,0.7619055,0.7909169737697811,0.5191888,0.0,0.6809914,0.0
avana-sunnyvale/IMG_0543.JPEG,0.72474635,0.7048214414026012,0.6418443,0.0,0.5669267,0.0,0.6570249,0.6225373759955288
santa-clara-square-rooftop/IMG_2554.JPEG,0.67904997,0.487382483918852,0.7523201,0.8457685959820158,0.52620345,0.0,0.57329595,0.0
santa-clara-square-rooftop/IMG_2849.JPEG,0.71315634,0.5748209148852164,0.62493074,0.0,0.5415435,0.0,0.6281248,0.0
avana-sunnyvale/IMG_1047.JPEG,0.7235198,0.30874947545111203,0.6799133,0.0,0.5890291,0.0,0.5938937,0.0
avana-sunnyvale/IMG_1212.JPEG,0.6657666,0.3280025418343571,0.7359371,0.0,0.55054224,0.0,0.5745187,0.0
santa-clara-square-rooftop/IMG_2407.JPEG,0.64912874,0.39134236991692173,0.61572057,0.0,0.5555474,0.0,0.54460096,0.0
avana-sunnyvale/IMG_0768.JPEG,0.68409073,0.2742573593509019,0.68838644,0.0,0.4990365,0.0,0.5662552,0.0
santa-clara-square-rooftop/IMG_2625.JPEG,0.7317268,0.4559995097438412,0.6729742,0.0,0.54770625,0.0,0.61848116,0.0
avana-sunnyvale/IMG_0509.JPEG,0.72888434,0.3703580901856764,0.7337822,0.8492433061699651,0.5281929,0.0,0.58770186,0.4626239511823036
santa-clara-square-rooftop/IMG_2409.JPEG,0.6482551,0.37985513331933657,0.6030627,0.0,0.5551899,0.0,0.545961,0.0
avana-sunnyvale/IMG_0979.JPEG,0.7233846,0.3593376125185157,0.6678673,0.65392214449725,0.5381052,0.0,0.5890447,0.0
santa-clara-square-rooftop/IMG_2796.JPEG,0.6648841,0.37648796593969935,0.56373096,0.0,0.5456695,0.0,0.5697654,0.0
avana-sunnyvale/IMG_0701.JPEG,0.7079189,0.5909009812667262,0.56367964,0.0,0.5734121,0.0,0.6868301,0.0
avana-sunnyvale/IMG_0811.JPEG,0.676723,0.3964464525583099,0.7794296,0.3002458588918966,0.55355066,0.0,0.5824896,0.0
